Gene-Name	True-Classification
Mesodinium_rubrum|Trans_1648_Len_1359_Cov_64.47_OG5_130465	Cryptophyte
Mesodinium_rubrum|Trans_3731_Len_1077_Cov_32.54_OG5_126781	Mesodinium
Mesodinium_rubrum|Trans_2522_Len_984_Cov_11.08_OG5_129980	Cryptophyte
Mesodinium_rubrum|Trans_16817_Len_513_Cov_45.57_OG5_139545	Cryptophyte
Mesodinium_rubrum|Trans_26528_Len_396_Cov_359.60_OG5_128257	Mesodinium
Mesodinium_rubrum|Trans_3935_Len_999_Cov_586.75_OG5_126628	Cryptophyte
Mesodinium_rubrum|Trans_1376_Len_870_Cov_34.87_OG5_171559	Cryptophyte
Mesodinium_rubrum|Trans_912_Len_2118_Cov_28.96_OG5_127297	Mesodinium
Mesodinium_rubrum|Trans_12781_Len_723_Cov_197.85_OG5_127623	Mesodinium
Mesodinium_rubrum|Trans_15845_Len_534_Cov_98.74_OG5_128884	Mesodinium
Mesodinium_rubrum|Trans_2434_Len_1620_Cov_565.81_OG5_127343	Mesodinium
Mesodinium_rubrum|Trans_19787_Len_420_Cov_335.76_OG5_127127	Mesodinium
Mesodinium_rubrum|Trans_8818_Len_738_Cov_12.76_OG5_126848	Mesodinium
Mesodinium_rubrum|Trans_3070_Len_1014_Cov_74.19_OG5_127223	Mesodinium
Mesodinium_rubrum|Trans_6923_Len_768_Cov_49.97_OG5_127002	Cryptophyte
Mesodinium_rubrum|Trans_12669_Len_573_Cov_58.32_OG5_127610	Mesodinium
Mesodinium_rubrum|Trans_30406_Len_411_Cov_16.81_OG5_140472	Cryptophyte
Mesodinium_rubrum|Trans_8940_Len_381_Cov_432.44_OG5_139545	Cryptophyte
Mesodinium_rubrum|Trans_4157_Len_1302_Cov_14.23_OG5_126611	Cryptophyte
Mesodinium_rubrum|Trans_21682_Len_573_Cov_27.76_OG5_128256	Mesodinium
Mesodinium_rubrum|Trans_176_Len_3495_Cov_26.02_OG5_130036	Mesodinium
Mesodinium_rubrum|Trans_33530_Len_204_Cov_18.82_OG5_128490	Mesodinium
Mesodinium_rubrum|Trans_14324_Len_600_Cov_343.29_OG5_128826	Mesodinium
Mesodinium_rubrum|Trans_18540_Len_369_Cov_47.37_OG5_127430	Mesodinium
Mesodinium_rubrum|Trans_1067_Len_1119_Cov_19.57_OG5_128542	Mesodinium
Mesodinium_rubrum|Trans_578_Len_1653_Cov_10.14_OG5_147304	Cryptophyte
Mesodinium_rubrum|Trans_910_Len_1389_Cov_52.55_OG5_127200	Mesodinium
Mesodinium_rubrum|Trans_731_Len_1266_Cov_37.71_OG5_126775	Cryptophyte
Mesodinium_rubrum|Trans_1357_Len_1281_Cov_110.29_OG5_130359	Mesodinium
Mesodinium_rubrum|Trans_6906_Len_1074_Cov_107.48_OG5_129442	Mesodinium
Mesodinium_rubrum|Trans_4911_Len_1242_Cov_138.06_OG5_126686	Mesodinium
Mesodinium_rubrum|Trans_2548_Len_855_Cov_30.14_OG5_126801	Cryptophyte
Mesodinium_rubrum|Trans_6432_Len_543_Cov_19.21_OG5_127628	Cryptophyte
Mesodinium_rubrum|Trans_3077_Len_1620_Cov_23.55_OG5_126774	Cryptophyte
Mesodinium_rubrum|Trans_6866_Len_729_Cov_13.08_OG5_155768	Mesodinium
Mesodinium_rubrum|Trans_45_Len_4647_Cov_14.85_OG5_126835	Cryptophyte
Mesodinium_rubrum|Trans_16603_Len_519_Cov_56.46_OG5_127130	Cryptophyte
Mesodinium_rubrum|Trans_24241_Len_204_Cov_41.53_OG5_127987	Cryptophyte
Mesodinium_rubrum|Trans_273_Len_2982_Cov_57.20_OG5_131335	Mesodinium
Mesodinium_rubrum|Trans_14000_Len_306_Cov_21.48_OG5_128509	Cryptophyte
Mesodinium_rubrum|Trans_12425_Len_375_Cov_16.98_OG5_127390	Cryptophyte
Mesodinium_rubrum|Trans_8910_Len_387_Cov_94.51_OG5_127169	Cryptophyte
Mesodinium_rubrum|Trans_5908_Len_1176_Cov_198.90_OG5_126874	Cryptophyte
Mesodinium_rubrum|Trans_11311_Len_732_Cov_31.58_OG5_127488	Cryptophyte
Mesodinium_rubrum|Trans_1600_Len_1539_Cov_23.68_OG5_128505	Mesodinium
Mesodinium_rubrum|Trans_9758_Len_480_Cov_10.18_OG5_129060	Cryptophyte
Mesodinium_rubrum|Trans_12178_Len_744_Cov_52.83_OG5_128438	Mesodinium
Mesodinium_rubrum|Trans_1375_Len_1362_Cov_164.71_OG5_127411	Mesodinium
Mesodinium_rubrum|Trans_22529_Len_468_Cov_26.78_OG5_127430	Mesodinium
Mesodinium_rubrum|Trans_6407_Len_1191_Cov_143.50_OG5_127828	Mesodinium
Mesodinium_rubrum|Trans_19693_Len_564_Cov_145.58_OG5_126900	Cryptophyte
Mesodinium_rubrum|Trans_2490_Len_498_Cov_22.05_OG5_144976	Cryptophyte
Mesodinium_rubrum|Trans_3351_Len_1032_Cov_27.41_OG5_127347	Cryptophyte
Mesodinium_rubrum|Trans_13438_Len_726_Cov_68.06_OG5_136189	Mesodinium
Mesodinium_rubrum|Trans_4253_Len_960_Cov_10.17_OG5_128289	Cryptophyte
Mesodinium_rubrum|Trans_2155_Len_849_Cov_12.18_OG5_126583	Cryptophyte
Mesodinium_rubrum|Trans_10134_Len_756_Cov_12.86_OG5_127002	Cryptophyte
Mesodinium_rubrum|Trans_19064_Len_441_Cov_240.18_OG5_128884	Mesodinium
Mesodinium_rubrum|Trans_3931_Len_1395_Cov_31.79_OG5_127703	Mesodinium
Mesodinium_rubrum|Trans_2630_Len_498_Cov_22.41_OG5_144976	Cryptophyte
Mesodinium_rubrum|Trans_9541_Len_948_Cov_51.98_OG5_139046	Mesodinium
Mesodinium_rubrum|Trans_3196_Len_1206_Cov_88.20_OG5_126762	Mesodinium
Mesodinium_rubrum|Trans_693_Len_1476_Cov_20.28_OG5_127058	Mesodinium
Mesodinium_rubrum|Trans_708_Len_1098_Cov_41.67_OG5_131473	Mesodinium
Mesodinium_rubrum|Trans_6278_Len_1146_Cov_197.81_OG5_126949	Mesodinium
Mesodinium_rubrum|Trans_26807_Len_429_Cov_32.56_OG5_145728	Mesodinium
Mesodinium_rubrum|Trans_7951_Len_645_Cov_49.13_OG5_132952	Cryptophyte
Mesodinium_rubrum|Trans_2588_Len_1671_Cov_694.03_OG5_127483	Mesodinium
Mesodinium_rubrum|Trans_3890_Len_252_Cov_29.09_OG5_127980	Cryptophyte
Mesodinium_rubrum|Trans_6285_Len_342_Cov_15.88_OG5_127904	Cryptophyte
Mesodinium_rubrum|Trans_19025_Len_279_Cov_43.18_OG5_127733	Cryptophyte
Mesodinium_rubrum|Trans_4471_Len_756_Cov_46.49_OG5_133695	Mesodinium
Mesodinium_rubrum|Trans_13436_Len_276_Cov_205.29_OG5_126866	Mesodinium
Mesodinium_rubrum|Trans_5526_Len_660_Cov_22.18_OG5_129074	Cryptophyte
Mesodinium_rubrum|Trans_13619_Len_660_Cov_102.16_OG5_126886	Mesodinium
Mesodinium_rubrum|Trans_8844_Len_576_Cov_24.23_OG5_127478	Cryptophyte
Mesodinium_rubrum|Trans_3430_Len_978_Cov_40.11_OG5_126635	Mesodinium
Mesodinium_rubrum|Trans_586_Len_2118_Cov_332.72_OG5_129705	Mesodinium
Mesodinium_rubrum|Trans_5104_Len_543_Cov_17.87_OG5_135185	Mesodinium
Mesodinium_rubrum|Trans_2467_Len_249_Cov_10.08_OG5_141255	Mesodinium
Mesodinium_rubrum|Trans_17739_Len_378_Cov_31.84_OG5_127322	Cryptophyte
Mesodinium_rubrum|Trans_11070_Len_861_Cov_51.03_OG5_128859	Mesodinium
Mesodinium_rubrum|Trans_13042_Len_450_Cov_14.66_OG5_135080	Cryptophyte
Mesodinium_rubrum|Trans_1909_Len_1248_Cov_10.23_OG5_129642	Cryptophyte
Mesodinium_rubrum|Trans_3815_Len_1071_Cov_33.09_OG5_128491	Cryptophyte
Mesodinium_rubrum|Trans_11177_Len_357_Cov_28.88_OG5_126800	Mesodinium
Mesodinium_rubrum|Trans_17900_Len_513_Cov_1062.85_OG5_129833	Mesodinium
Mesodinium_rubrum|Trans_2992_Len_1242_Cov_11.01_OG5_126985	Cryptophyte
Mesodinium_rubrum|Trans_3910_Len_1284_Cov_370.62_OG5_126883	Mesodinium
Mesodinium_rubrum|Trans_2915_Len_1602_Cov_38.82_OG5_129958	Mesodinium
Mesodinium_rubrum|Trans_24064_Len_378_Cov_800.61_OG5_126570	Mesodinium
Mesodinium_rubrum|Trans_22110_Len_282_Cov_350.56_OG5_126572	Mesodinium
Mesodinium_rubrum|Trans_5145_Len_1014_Cov_253.79_OG5_127569	Mesodinium
Mesodinium_rubrum|Trans_6921_Len_897_Cov_114.36_OG5_126635	Mesodinium
Mesodinium_rubrum|Trans_329_Len_2328_Cov_20.97_OG5_126991	Cryptophyte
Mesodinium_rubrum|Trans_17864_Len_390_Cov_24.62_OG5_131486	Mesodinium
Mesodinium_rubrum|Trans_2302_Len_1434_Cov_800.18_OG5_127233	Cryptophyte
Mesodinium_rubrum|Trans_18197_Len_441_Cov_37.88_OG5_129496	Cryptophyte
Mesodinium_rubrum|Trans_1749_Len_753_Cov_40.06_OG5_126641	Cryptophyte
Mesodinium_rubrum|Trans_1896_Len_1836_Cov_166.11_OG5_127396	Mesodinium
Mesodinium_rubrum|Trans_9438_Len_405_Cov_366.44_OG5_139545	Cryptophyte
Mesodinium_rubrum|Trans_22206_Len_480_Cov_18.15_OG5_127321	Mesodinium
Mesodinium_rubrum|Trans_4217_Len_816_Cov_24.60_OG5_128131	Cryptophyte
Mesodinium_rubrum|Trans_28350_Len_276_Cov_15.16_OG5_128277	Cryptophyte
Mesodinium_rubrum|Trans_322_Len_2379_Cov_10.17_OG5_126926	Cryptophyte
Mesodinium_rubrum|Trans_6572_Len_531_Cov_102.03_OG5_131547	Mesodinium
Mesodinium_rubrum|Trans_6860_Len_924_Cov_56.33_OG5_126885	Mesodinium
Mesodinium_rubrum|Trans_165_Len_3117_Cov_64.95_OG5_127407	Mesodinium
Mesodinium_rubrum|Trans_6620_Len_813_Cov_37.99_OG5_127705	Cryptophyte
Mesodinium_rubrum|Trans_6338_Len_678_Cov_105.44_OG5_136650	Mesodinium
Mesodinium_rubrum|Trans_29285_Len_276_Cov_12.78_OG5_131931	Cryptophyte
Mesodinium_rubrum|Trans_16338_Len_600_Cov_101.44_OG5_127452	Cryptophyte
Mesodinium_rubrum|Trans_2536_Len_1599_Cov_446.67_OG5_127730	Mesodinium
Mesodinium_rubrum|Trans_11522_Len_381_Cov_284.10_OG5_139545	Cryptophyte
Mesodinium_rubrum|Trans_2175_Len_924_Cov_35.49_OG5_128059	Cryptophyte
Mesodinium_rubrum|Trans_7463_Len_951_Cov_138.01_OG5_130521	Mesodinium
Mesodinium_rubrum|Trans_9352_Len_390_Cov_37.34_OG5_127269	Cryptophyte
Mesodinium_rubrum|Trans_8023_Len_732_Cov_42.61_OG5_128632	Mesodinium
Mesodinium_rubrum|Trans_17085_Len_339_Cov_85.08_OG5_130527	Mesodinium
Mesodinium_rubrum|Trans_15344_Len_591_Cov_521.59_OG5_128352	Mesodinium
Mesodinium_rubrum|Trans_1678_Len_1548_Cov_23.98_OG5_127483	Mesodinium
Mesodinium_rubrum|Trans_6758_Len_639_Cov_14.87_OG5_126676	Cryptophyte
Mesodinium_rubrum|Trans_37854_Len_336_Cov_19.47_OG5_129887	Cryptophyte
Mesodinium_rubrum|Trans_16776_Len_426_Cov_63.42_OG5_127118	Cryptophyte
Mesodinium_rubrum|Trans_2590_Len_921_Cov_22.80_OG5_138047	Cryptophyte
Mesodinium_rubrum|Trans_9082_Len_693_Cov_69.32_OG5_128006	Cryptophyte
Mesodinium_rubrum|Trans_683_Len_2058_Cov_49.45_OG5_135816	Mesodinium
Mesodinium_rubrum|Trans_9242_Len_813_Cov_30.14_OG5_128336	Cryptophyte
Mesodinium_rubrum|Trans_7828_Len_492_Cov_26.81_OG5_128118	Mesodinium
Mesodinium_rubrum|Trans_15013_Len_600_Cov_124.53_OG5_126957	Cryptophyte
Mesodinium_rubrum|Trans_1112_Len_1839_Cov_33.80_OG5_127961	Cryptophyte
Mesodinium_rubrum|Trans_10783_Len_777_Cov_39.50_OG5_129691	Mesodinium
Mesodinium_rubrum|Trans_7746_Len_909_Cov_53.20_OG5_126780	Mesodinium
Mesodinium_rubrum|Trans_10289_Len_723_Cov_12.35_OG5_126768	Mesodinium
Mesodinium_rubrum|Trans_22997_Len_306_Cov_39.38_OG5_134676	Cryptophyte
Mesodinium_rubrum|Trans_16815_Len_558_Cov_154.31_OG5_129434	Mesodinium
Mesodinium_rubrum|Trans_2471_Len_864_Cov_17.83_OG5_127348	Cryptophyte
Mesodinium_rubrum|Trans_13200_Len_597_Cov_105.86_OG5_131181	Mesodinium
Mesodinium_rubrum|Trans_745_Len_1716_Cov_76.42_OG5_128017	Cryptophyte
Mesodinium_rubrum|Trans_5020_Len_1002_Cov_180.05_OG5_127569	Mesodinium
Mesodinium_rubrum|Trans_1709_Len_1956_Cov_156.91_OG5_126588	Cryptophyte
Mesodinium_rubrum|Trans_930_Len_2376_Cov_10.68_OG5_126637	Mesodinium
Mesodinium_rubrum|Trans_7167_Len_636_Cov_42.36_OG5_165283	Mesodinium
Mesodinium_rubrum|Trans_258_Len_3009_Cov_23.14_OG5_127160	Cryptophyte
Mesodinium_rubrum|Trans_20028_Len_237_Cov_49.24_OG5_128064	Cryptophyte
Mesodinium_rubrum|Trans_827_Len_2310_Cov_93.32_OG5_133159	Mesodinium
Mesodinium_rubrum|Trans_9786_Len_867_Cov_11.69_OG5_130521	Mesodinium
Mesodinium_rubrum|Trans_8630_Len_663_Cov_17.20_OG5_126593	Cryptophyte
Mesodinium_rubrum|Trans_20311_Len_528_Cov_25.34_OG5_127654	Cryptophyte
Mesodinium_rubrum|Trans_40653_Len_249_Cov_3363.51_OG5_127134	Mesodinium
Mesodinium_rubrum|Trans_3708_Len_1269_Cov_14.02_OG5_129099	Cryptophyte
Mesodinium_rubrum|Trans_9290_Len_369_Cov_54.98_OG5_126766	Cryptophyte
Mesodinium_rubrum|Trans_2314_Len_1128_Cov_12.64_OG5_127285	Mesodinium
Mesodinium_rubrum|Trans_4633_Len_1068_Cov_42.81_OG5_127569	Cryptophyte
Mesodinium_rubrum|Trans_12478_Len_771_Cov_16.87_OG5_127352	Cryptophyte
Mesodinium_rubrum|Trans_821_Len_840_Cov_55.89_OG5_126635	Mesodinium
Mesodinium_rubrum|Trans_4049_Len_1341_Cov_28.28_OG5_127786	Cryptophyte
Mesodinium_rubrum|Trans_5443_Len_1137_Cov_75.65_OG5_127891	Mesodinium
Mesodinium_rubrum|Trans_7874_Len_762_Cov_105.62_OG5_126748	Mesodinium
Mesodinium_rubrum|Trans_6250_Len_1008_Cov_238.96_OG5_128398	Cryptophyte
Mesodinium_rubrum|Trans_8929_Len_777_Cov_11.40_OG5_129005	Cryptophyte
Mesodinium_rubrum|Trans_18106_Len_285_Cov_1555.48_OG5_127137	Mesodinium
Mesodinium_rubrum|Trans_1272_Len_1860_Cov_2009.49_OG5_126588	Mesodinium
Mesodinium_rubrum|Trans_9061_Len_1008_Cov_12.02_OG5_126853	Mesodinium
Mesodinium_rubrum|Trans_14295_Len_618_Cov_53.64_OG5_126624	Mesodinium
Mesodinium_rubrum|Trans_8480_Len_363_Cov_37.69_OG5_127322	Cryptophyte
Mesodinium_rubrum|Trans_29214_Len_165_Cov_22.06_OG5_129957	Cryptophyte
Mesodinium_rubrum|Trans_3404_Len_1395_Cov_33.06_OG5_131734	Mesodinium
Mesodinium_rubrum|Trans_9015_Len_915_Cov_262.34_OG5_126780	Mesodinium
Mesodinium_rubrum|Trans_5636_Len_888_Cov_14.50_OG5_126712	Cryptophyte
Mesodinium_rubrum|Trans_5439_Len_1254_Cov_68.53_OG5_128447	Mesodinium
Mesodinium_rubrum|Trans_4103_Len_1407_Cov_44.57_OG5_126785	Mesodinium
Mesodinium_rubrum|Trans_14807_Len_573_Cov_130.24_OG5_128031	Mesodinium
Mesodinium_rubrum|Trans_11549_Len_873_Cov_50.24_OG5_127479	Mesodinium
Mesodinium_rubrum|Trans_5044_Len_1014_Cov_33.37_OG5_127386	Mesodinium
Mesodinium_rubrum|Trans_6544_Len_1161_Cov_17.08_OG5_128412	Mesodinium
Mesodinium_rubrum|Trans_3224_Len_537_Cov_23.35_OG5_127374	Cryptophyte
Mesodinium_rubrum|Trans_2486_Len_849_Cov_20.76_OG5_126635	Mesodinium
Mesodinium_rubrum|Trans_23120_Len_420_Cov_354.22_OG5_128368	Mesodinium
Mesodinium_rubrum|Trans_5103_Len_1119_Cov_39.54_OG5_127216	Cryptophyte
Mesodinium_rubrum|Trans_28192_Len_258_Cov_47.49_OG5_128224	Cryptophyte
Mesodinium_rubrum|Trans_19193_Len_435_Cov_10.51_OG5_128549	Cryptophyte
Mesodinium_rubrum|Trans_1836_Len_1239_Cov_57.76_OG5_129971	Cryptophyte
Mesodinium_rubrum|Trans_376_Len_1626_Cov_93.63_OG5_128359	Mesodinium
Mesodinium_rubrum|Trans_7514_Len_579_Cov_51.70_OG5_127903	Mesodinium
Mesodinium_rubrum|Trans_2829_Len_960_Cov_19.23_OG5_158967	Cryptophyte
Mesodinium_rubrum|Trans_72201_Len_150_Cov_11.66_OG5_129106	Cryptophyte
Mesodinium_rubrum|Trans_14441_Len_693_Cov_1258.88_OG5_126706	Mesodinium
Mesodinium_rubrum|Trans_1819_Len_621_Cov_185.17_OG5_134854	Cryptophyte
Mesodinium_rubrum|Trans_3675_Len_1248_Cov_203.35_OG5_127592	Mesodinium
Mesodinium_rubrum|Trans_14293_Len_672_Cov_205.49_OG5_126593	Mesodinium
Mesodinium_rubrum|Trans_6820_Len_525_Cov_25.49_OG5_129074	Cryptophyte
Mesodinium_rubrum|Trans_8296_Len_891_Cov_27.71_OG5_126712	Mesodinium
Mesodinium_rubrum|Trans_3147_Len_1329_Cov_28.31_OG5_126605	Cryptophyte
Mesodinium_rubrum|Trans_3615_Len_327_Cov_49.58_OG5_127988	Mesodinium
Mesodinium_rubrum|Trans_34120_Len_126_Cov_63.69_OG5_131665	Cryptophyte
Mesodinium_rubrum|Trans_16741_Len_348_Cov_1603.67_OG5_127080	Mesodinium
Mesodinium_rubrum|Trans_1771_Len_1590_Cov_13.11_OG5_128039	Cryptophyte
Mesodinium_rubrum|Trans_16920_Len_618_Cov_29.08_OG5_128483	Mesodinium
Mesodinium_rubrum|Trans_6362_Len_294_Cov_11.06_OG5_128879	Cryptophyte
Mesodinium_rubrum|Trans_5887_Len_1074_Cov_63.83_OG5_129442	Mesodinium
Mesodinium_rubrum|Trans_3_Len_8211_Cov_93.73_OG5_126558	Mesodinium
Mesodinium_rubrum|Trans_112_Len_2196_Cov_129.63_OG5_129382	Mesodinium
Mesodinium_rubrum|Trans_22108_Len_264_Cov_2630.49_OG5_126866	Mesodinium
Mesodinium_rubrum|Trans_11949_Len_798_Cov_77.75_OG5_129554	Mesodinium
Mesodinium_rubrum|Trans_14876_Len_438_Cov_112.47_OG5_126800	Mesodinium
Mesodinium_rubrum|Trans_4382_Len_789_Cov_34.44_OG5_127002	Cryptophyte
Mesodinium_rubrum|Trans_24477_Len_384_Cov_630.23_OG5_127624	Mesodinium
Mesodinium_rubrum|Trans_13974_Len_660_Cov_566.64_OG5_127514	Mesodinium
Mesodinium_rubrum|Trans_829_Len_2001_Cov_67.36_OG5_133159	Mesodinium
Mesodinium_rubrum|Trans_6773_Len_732_Cov_11.87_OG5_128483	Cryptophyte
Mesodinium_rubrum|Trans_4528_Len_972_Cov_85.20_OG5_128807	Cryptophyte
Mesodinium_rubrum|Trans_9542_Len_783_Cov_50.46_OG5_127014	Cryptophyte
Mesodinium_rubrum|Trans_7972_Len_477_Cov_28.45_OG5_126803	Cryptophyte
Mesodinium_rubrum|Trans_1912_Len_1542_Cov_20.57_OG5_127167	Cryptophyte
Mesodinium_rubrum|Trans_4064_Len_918_Cov_48.62_OG5_127844	Cryptophyte
Mesodinium_rubrum|Trans_13444_Len_528_Cov_25.31_OG5_130907	Mesodinium
Mesodinium_rubrum|Trans_17582_Len_525_Cov_201.10_OG5_128328	Mesodinium
Mesodinium_rubrum|Trans_5339_Len_1188_Cov_41.76_OG5_130599	Mesodinium
Mesodinium_rubrum|Trans_110_Len_2250_Cov_64.76_OG5_129382	Mesodinium
Mesodinium_rubrum|Trans_19993_Len_642_Cov_12.30_OG5_134029	Mesodinium
Mesodinium_rubrum|Trans_4125_Len_1332_Cov_10.67_OG5_126849	Cryptophyte
Mesodinium_rubrum|Trans_15966_Len_561_Cov_1975.83_OG5_126964	Mesodinium
Mesodinium_rubrum|Trans_41944_Len_228_Cov_545.27_OG5_126866	Mesodinium
Mesodinium_rubrum|Trans_26214_Len_402_Cov_94.34_OG5_127019	Mesodinium
Mesodinium_rubrum|Trans_5266_Len_909_Cov_15.49_OG5_128253	Cryptophyte
Mesodinium_rubrum|Trans_6223_Len_969_Cov_17.40_OG5_128438	Cryptophyte
Mesodinium_rubrum|Trans_5318_Len_708_Cov_10.49_OG5_128735	Cryptophyte
Mesodinium_rubrum|Trans_921_Len_2403_Cov_19.45_OG5_132463	Mesodinium
Mesodinium_rubrum|Trans_1415_Len_1347_Cov_17.00_OG5_134091	Cryptophyte
Mesodinium_rubrum|Trans_3586_Len_1389_Cov_99.52_OG5_127353	Mesodinium
Mesodinium_rubrum|Trans_12331_Len_771_Cov_22.66_OG5_127352	Cryptophyte
Mesodinium_rubrum|Trans_5406_Len_780_Cov_37.13_OG5_127487	Cryptophyte
Mesodinium_rubrum|Trans_2770_Len_1275_Cov_42.04_OG5_127707	Cryptophyte
Mesodinium_rubrum|Trans_12283_Len_492_Cov_14.21_OG5_128207	Cryptophyte
Mesodinium_rubrum|Trans_18802_Len_474_Cov_129.39_OG5_126803	Mesodinium
Mesodinium_rubrum|Trans_7696_Len_948_Cov_102.32_OG5_130521	Mesodinium
Mesodinium_rubrum|Trans_7686_Len_966_Cov_561.91_OG5_126883	Mesodinium
Mesodinium_rubrum|Trans_5029_Len_1059_Cov_183.78_OG5_144937	Cryptophyte
Mesodinium_rubrum|Trans_3514_Len_927_Cov_15.28_OG5_126780	Cryptophyte
Mesodinium_rubrum|Trans_5715_Len_618_Cov_206.31_OG5_131396	Mesodinium
Mesodinium_rubrum|Trans_5717_Len_942_Cov_61.67_OG5_127800	Mesodinium
Mesodinium_rubrum|Trans_15174_Len_588_Cov_51.99_OG5_127014	Cryptophyte
Mesodinium_rubrum|Trans_5395_Len_339_Cov_20.40_OG5_128312	Cryptophyte
Mesodinium_rubrum|Trans_9832_Len_288_Cov_48.58_OG5_127833	Cryptophyte
Mesodinium_rubrum|Trans_4477_Len_1365_Cov_11.33_OG5_127944	Cryptophyte
Mesodinium_rubrum|Trans_1125_Len_2142_Cov_10.93_OG5_127550	Cryptophyte
Mesodinium_rubrum|Trans_55142_Len_276_Cov_7269.81_OG5_128257	Mesodinium
Mesodinium_rubrum|Trans_10304_Len_525_Cov_154.64_OG5_139545	Cryptophyte
Mesodinium_rubrum|Trans_23693_Len_474_Cov_13.42_OG5_128152	Cryptophyte
Mesodinium_rubrum|Trans_11986_Len_327_Cov_29.04_OG5_129903	Cryptophyte
Mesodinium_rubrum|Trans_883_Len_2001_Cov_51.07_OG5_127925	Mesodinium
Mesodinium_rubrum|Trans_14905_Len_441_Cov_158.12_OG5_126800	Mesodinium
Mesodinium_rubrum|Trans_180_Len_2055_Cov_12.08_OG5_132463	Mesodinium
Mesodinium_rubrum|Trans_8194_Len_603_Cov_162.87_OG5_127854	Mesodinium
Mesodinium_rubrum|Trans_407_Len_2430_Cov_23.16_OG5_127167	Cryptophyte
Mesodinium_rubrum|Trans_6939_Len_969_Cov_41.79_OG5_127857	Cryptophyte
Mesodinium_rubrum|Trans_9017_Len_879_Cov_127.11_OG5_127090	Cryptophyte
Mesodinium_rubrum|Trans_9521_Len_888_Cov_14.29_OG5_130521	Mesodinium
Mesodinium_rubrum|Trans_20669_Len_321_Cov_103.40_OG5_127692	Mesodinium
Mesodinium_rubrum|Trans_21902_Len_525_Cov_10.99_OG5_137299	Mesodinium
Mesodinium_rubrum|Trans_779_Len_2103_Cov_44.14_OG5_127631	Mesodinium
Mesodinium_rubrum|Trans_3677_Len_1206_Cov_48.17_OG5_127606	Cryptophyte
Mesodinium_rubrum|Trans_716_Len_2265_Cov_348.59_OG5_126926	Mesodinium
Mesodinium_rubrum|Trans_26108_Len_294_Cov_10.12_OG5_128346	Cryptophyte
Mesodinium_rubrum|Trans_4171_Len_1386_Cov_245.19_OG5_128002	Mesodinium
Mesodinium_rubrum|Trans_8391_Len_1068_Cov_10.80_OG5_127078	Mesodinium
Mesodinium_rubrum|Trans_1790_Len_1455_Cov_20.72_OG5_127806	Cryptophyte
Mesodinium_rubrum|Trans_1464_Len_1689_Cov_33.58_OG5_126752	Mesodinium
Mesodinium_rubrum|Trans_23570_Len_531_Cov_294.02_OG5_126900	Mesodinium
Mesodinium_rubrum|Trans_12902_Len_819_Cov_42.05_OG5_127491	Cryptophyte
Mesodinium_rubrum|Trans_459_Len_2523_Cov_92.85_OG5_126923	Cryptophyte
Mesodinium_rubrum|Trans_1579_Len_1374_Cov_50.32_OG5_129427	Cryptophyte
Mesodinium_rubrum|Trans_641_Len_1593_Cov_105.50_OG5_128638	Mesodinium
Mesodinium_rubrum|Trans_45374_Len_186_Cov_39.20_OG5_127987	Cryptophyte
Mesodinium_rubrum|Trans_938_Len_1479_Cov_34.80_OG5_126785	Cryptophyte
Mesodinium_rubrum|Trans_9755_Len_276_Cov_30.11_OG5_126988	Cryptophyte
Mesodinium_rubrum|Trans_474_Len_1875_Cov_17.56_OG5_127775	Cryptophyte
Mesodinium_rubrum|Trans_20356_Len_516_Cov_58.39_OG5_129025	Mesodinium
Mesodinium_rubrum|Trans_2820_Len_1218_Cov_16.09_OG5_129068	Cryptophyte
Mesodinium_rubrum|Trans_11456_Len_786_Cov_47.60_OG5_130862	Mesodinium
Mesodinium_rubrum|Trans_7071_Len_720_Cov_32.52_OG5_128104	Mesodinium
Mesodinium_rubrum|Trans_798_Len_2394_Cov_108.11_OG5_126839	Mesodinium
Mesodinium_rubrum|Trans_1301_Len_1080_Cov_108.72_OG5_126796	Mesodinium
Mesodinium_rubrum|Trans_1355_Len_1575_Cov_10.56_OG5_128616	Cryptophyte
Mesodinium_rubrum|Trans_18456_Len_447_Cov_1834.86_OG5_126668	Mesodinium
Mesodinium_rubrum|Trans_13338_Len_402_Cov_33.42_OG5_127737	Cryptophyte
Mesodinium_rubrum|Trans_9281_Len_978_Cov_31.82_OG5_126741	Mesodinium
Mesodinium_rubrum|Trans_24819_Len_417_Cov_15.07_OG5_127869	Cryptophyte
Mesodinium_rubrum|Trans_29055_Len_432_Cov_10.55_OG5_127418	Cryptophyte
Mesodinium_rubrum|Trans_20962_Len_165_Cov_21.59_OG5_138593	Cryptophyte
Mesodinium_rubrum|Trans_5610_Len_912_Cov_24.51_OG5_126748	Mesodinium
Mesodinium_rubrum|Trans_1348_Len_1047_Cov_26.96_OG5_126781	Mesodinium
Mesodinium_rubrum|Trans_2823_Len_1521_Cov_31.49_OG5_127123	Mesodinium
Mesodinium_rubrum|Trans_16248_Len_459_Cov_20.57_OG5_126708	Cryptophyte
Mesodinium_rubrum|Trans_3172_Len_999_Cov_12.01_OG5_128242	Mesodinium
Mesodinium_rubrum|Trans_2078_Len_945_Cov_37.91_OG5_127395	Cryptophyte
Mesodinium_rubrum|Trans_939_Len_1800_Cov_308.76_OG5_127280	Mesodinium
Mesodinium_rubrum|Trans_3753_Len_978_Cov_11.20_OG5_127875	Mesodinium
